id,text,label
46807,"Buy cheap views and subscribers now,! DM me!",3
46808,You switched the x and y axes in that chart.,5
46809,The formula you used! there is actually wrong.,5
46810,I watched this on my phone.,2
46811,What software did you use to make this video?,4
46812,"This is! a scam avoid at all costs, visit my page instead!",3
46813,First comment! Subscribe to me for! no reason!,3
46814,Where can I download the! files you used here?,4
46815,Can you make a follow up video on this topic?,4
46816,Can someone explain what! this means?,4
46817,"So well done, I watched it three times already.",0
46818,"Buy cheap views and subscribers! now, DM me!",3
46819,You confused! two different concepts in this part.,5
46820,"That definition! is not quite accurate, please check again.",5
46821,Add timestamps to your videos please.,6
46822,Do not skip the introduction next time please.,6
46823,Subscribe to my channel for free money giveaway!,3
46824,The link you shared! in the description is broken.,5
46825,Do! not forget to add subtitles next time.,6
46826,This channel deserves way more subscribers.,0
46827,The formula you used there is actually wrong.,5
46828,"Upload more frequently, we! need this content!",6
46829,"Fantastic content, keep up the great work!",0
46830,Promo code SPAM50 for discount on my useless product!!,3
46831,This is! completely wrong and misleading information.,1
46832,Unsubscribed after watching this disaster.!,1
46833,"Free followers and likes at my! profile, check it out!",3
46834,Fix the audio levels in your next upload.!,6
46835,The date you mentioned is actually off by one year.,5
46836,"Clickbait! title, the video delivers nothing.",1
46837,"Thank you so much for sharing this, really helpful!",0
46838,"That is a common misconception, the real answer is! different.",5
46839,"You are incredibly talented, this is top notch.",0
46840,"Fantastic content, keep up the great work!!",0
46841,"Excellent explanation, very clear and easy to follow.",0
46842,"Free followers and likes at my profile, check it out!",3
46843,This is completely wrong! and misleading information.,1
46844,What is the name of the song in the background?,4
46845,There are links in the description.!,2
46846,Please slow down when explaining complex! parts.,6
46847,"Actually that is not correct, the answer is different.",5
46848,The presenter talks about several points.,2
46849,Please make more videos on! this subject!,6
46850,Where can! I download the files you used here?,4
46851,The thumbnail caught my attention.,2
46852,Pin this comment so everyone can see it.,6
46853,The presenter talks about several points.,2
46854,"Excellent explanation, very clear! and easy to follow.",0
46855,"Really boring and! poorly made, thumbs down.",1
46856,One of the! best videos I have watched in a long time.,0
46857,How long did it take you to create this?,4
46858,You switched the x and y axes in that chart.,5
46859,"I regret watching this, total garbage.",1
46860,Do not forget to add subtitles next time.,6
46861,How many hours did you spend on this project?,4
46862,This! channel deserves way more subscribers.,0
46863,"Actually that is not correct, the answer is different.",5
46864,This channel deserves way more subscribers.,0
46865,"This is terrible, complete waste of my time.",1
46866,The formula you! used there is actually wrong.,5
46867,Unsubscribed after watching this disaster.,1
46868,This is the! most confusing explanation I have ever seen.,1
46869,This is a video about the topic.,2
46870,The video was uploaded! today.,2
46871,"Excellent explanation, very clear and easy to follow.",0
46872,"Fantastic content, keep up the great work!",0
46873,"I got 10000 subscribers in one day, here is! how!",3
46874,Can someone! explain what this means?,4
46875,The editing is horrible and! the pacing is off.,1
46876,Turn on the captions for accessibility.,6
46877,"This is pure gold, thank! you for the hard work.",0
46878,"Visit my website for amazing deals, link in bio!",3
46879,This is the! most confusing explanation I have ever seen.,1
46880,"Great video, very informative and well explained.",0
46881,What software did you use to make! this video?,4
46882,"I make 500 dollars a day from home,! ask me how!",3
46883,The video covers the! basics.,2
46884,"The audio quality is awful, could not understand anything.",1
46885,This is the most confusing explanation I have ever seen.,1
46886,Add timestamps to your videos please.,6
46887,Do not forget to add subtitles! next time.,6
46888,Share this video with everyone you know.,6
46889,I watched this on! my phone.,2
46890,"Upload more frequently, we need this! content!",6
46891,"That is a common misconception, the real answer is different.",5
46892,Pin this comment so! everyone can see it.,6
46893,What is the name of the song in the background?,4
46894,The presenter talks! about several points.,2
46895,Unsubscribed after watching this disaster.,1
46896,You mislabeled! the diagram in this section.,5
46897,"Make money online fast,! no experience needed!",3
46898,I watched this on my phone.,2
46899,Click here to win a free iPhone now!!!,3
46900,"I got 10000 subscribers in one! day, here is how!",3
46901,"I make 500 dollars a day from home, ask me how!",3
46902,I paused! this halfway through.,2
46903,"Nothing! useful here, just filler content.",1
46904,Do you have a written version of this! tutorial?,4
46905,Does anyone know where I can find more like this?,4
46906,This channel deserves way more subscribers.,0
46907,"This made my day, so inspiring and motivating.",0
46908,"I regret watching this, total garbage.",1
46909,You confused two different concepts in this part.,5
46910,"Visit my website for amazing deals, link in bio!",3
46911,Please respond to your comments more often.,6
46912,How many hours did you spend on this project?,4
46913,This is completely wrong and misleading information.,1
46914,This channel deserves way more subscribers.!,0
46915,"I do not recommend this at all, very bad content.",1
46916,Check! my latest video for free robux and vbucks!,3
46917,I found this in my recommendations.,2
46918,Click here to win a free iPhone! now!!!,3
46919,"Really boring and poorly made, thumbs down.",1
46920,One of the best videos I have watched in a long time.,0
46921,Promo code SPAM50 for discount on my useless product!,3
46922,How long did it take you to create this?,4
46923,Where can I download the files you used here?,4
46924,"Very rude presenter, extremely off-putting.!",1
46925,I found! this in my recommendations.,2
46926,Where can I download the! files you used here?,4
46927,Fix the audio levels in your next upload.,6
46928,Where can I download the files you used! here?,4
46929,There! are links in the description.,2
46930,Why! does this happen the way it does?,4
46931,"Free crypto airdrop, send! me your wallet address!",3
46932,Please slow down when explaining complex! parts.,6
46933,There are subtitles available for this video.,2
46934,There! are subtitles available for this video.,2
